Prestatario,Población,Ciudad,Edad,Sexo,País de Origen,Propiedades,Fuentes de reembolso,Ingresos netos,Deudas pendientes,Contrato de trabajo,Antigüedad del trabajo (meses),Número de hijos,Número de personas a cargo,Pago en fecha
Santiago Martínez,Costa,Granada,70,Hombre,España,2,Pensión y Alquiler,13599,0,Inactivo,0,1,0,Sí
Silvia Reyes,Este,Granada,53,Mujer,España,1,Salario,26879,0,Fijo,403,0,0,Sí
Pilar Molina,Oeste,Granada,62,Mujer,España,1,Salario y Alquiler,29668,7251,Fijo,224,2,1,Sí
Santiago Martínez,Centro,Soria,67,Hombre,España,1,Pensión,15617,0,Inactivo,0,4,1,Sí
Paula Reyes,Costa,Granada,47,Mujer,España,0,Salario,31225,0,Temporal,88,2,1,Sí
Mario Gómez,Norte,Granada,20,Hombre,España,2,Salario,16694,0,Fijo,16,0,0,Sí
Santiago Marín,Oeste,Granada,62,Hombre,España,0,Salario,28722,3652,Fijo,302,2,0,Sí
Andrea Martín,Centro,Granada,72,Mujer,España,0,Pensión,13772,0,Inactivo,0,0,2,No
Francisco Carrasco,Este,Granada,41,Hombre,España,0,Salario,29010,0,Temporal,87,0,0,Sí
Alejandro Muñoz,Costa,Granada,29,Hombre,España,0,Salario y Alquiler,25431,0,Fijo,103,1,0,Sí
Manuel Rodríguez,Costa,Granada,33,Hombre,España,1,Salario y Alquiler,26201,7623,Temporal,145,0,0,Sí
Diego Muñoz,Este,Granada,78,Hombre,España,0,Pensión y Alquiler,13917,0,Inactivo,0,4,0,Sí
Alicia Ortiz,Costa,Granada,58,Mujer,España,1,Salario,25106,0,Temporal,436,1,1,Sí
Ángel Molina,Oeste,Granada,25,Hombre,España,1,Salario y Alquiler,32799,4877,Fijo,13,0,0,Sí
Inés Fernández,Centro,Granada,67,Mujer,España,0,Pensión,17654,0,Inactivo,0,1,0,Sí
Raquel Álvarez,Costa,Granada,68,Mujer,España,1,Pensión y Alquiler,16433,0,Inactivo,0,0,1,Sí
Eva Janssen,Centro,Barcelona,29,Hombre,Países Bajos,2,Salario,34825,0,Fijo,39,1,1,Sí
Cristian Ruiz,Oeste,Granada,37,Hombre,España,2,Salario,22058,0,Temporal,212,0,0,Sí
Santiago Martínez,Norte,Granada,80,Hombre,España,2,Pensión,14382,0,Inactivo,0,0,2,No
Javier Domínguez,Costa,Granada,61,Hombre,España,1,Salario y Alquiler,28760,0,Fijo,129,1,1,Sí
Ricardo Serrano,Oeste,Granada,53,Hombre,España,2,Salario,34075,1632,Fijo,79,0,0,Sí
Iván Martínez,Centro,Granada,50,Hombre,España,1,Salario,21539,861,Fijo,299,3,1,Sí
Isabel Blanco,Norte,Granada,79,Mujer,España,0,Pensión y Alquiler,16709,0,Inactivo,0,0,1,Sí
Francesca Conti,Centro,Murcia,50,Mujer,Italia,2,Salario y Alquiler,23376,8812,Fijo,293,0,0,Sí
Ana Iglesias,Costa,Granada,42,Mujer,España,1,Salario,36530,0,Fijo,223,2,0,Sí
Teresa Rubio,Oeste,Granada,78,Mujer,España,0,Pensión,13857,0,Inactivo,0,0,2,No
José Ramos,Este,Granada,46,Hombre,España,1,Salario y Alquiler,20631,0,Temporal,241,0,0,Sí
Marta Medina,Este,Granada,23,Mujer,España,0,Salario,18227,1160,Fijo,28,1,1,Sí
Andrea Lombardi,Centro,Navarra,44,Mujer,Italia,1,Salario y Alquiler,35268,1037,Fijo,140,0,0,Sí
Julia Domínguez,Centro,Granada,53,Mujer,España,0,Salario,34710,0,Fijo,367,0,0,Sí
Adrián García,Oeste,Granada,60,Hombre,España,0,Salario y Alquiler,21557,0,Fijo,480,0,0,Sí
Alejandro Jiménez,Centro,Granada,68,Hombre,España,1,Pensión,14118,0,Inactivo,0,0,2,No
Rosa Moreno,Oeste,Granada,22,Mujer,España,1,Salario y Alquiler,34079,0,Fijo,2,0,0,Sí
Rubén Rubio,Centro,Granada,64,Hombre,España,0,Salario y Alquiler,37257,3470,Temporal,397,3,1,Sí
Susana Medina,Oeste,Granada,62,Mujer,España,1,Salario,28969,2730,Fijo,305,2,1,Sí
Raúl Fernández,Este,Granada,39,Hombre,España,1,Salario y Alquiler,17830,574,Fijo,64,0,0,Sí
Diego Álvarez,Centro,Granada,72,Hombre,España,0,Pensión y Alquiler,15624,3781,Inactivo,0,2,1,Sí
Paula Silva,Oeste,Granada,68,Mujer,España,0,Pensión y Alquiler,14809,0,Inactivo,0,2,1,Sí
Lucía Navarro,Centro,Granada,77,Mujer,España,0,Pensión,12142,0,Inactivo,0,0,0,Sí
Beatriz Carrasco,Oeste,Granada,44,Mujer,España,0,Salario y Alquiler,19331,2365,Fijo,39,1,0,Sí
Miguel Pérez,Este,Granada,20,Hombre,España,0,Salario,32308,2633,Fijo,11,1,1,Sí
Francisco Serrano,Costa,Granada,24,Hombre,España,3,Salario,17774,0,Temporal,7,0,0,Sí
Mario Vázquez,Costa,Granada,68,Hombre,España,3,Pensión y Alquiler,16731,1249,Inactivo,0,0,0,Sí
Manuel Delgado,Norte,Granada,31,Hombre,España,0,Salario,29867,0,Temporal,86,0,0,Sí
Ángel Alonso,Norte,Granada,80,Hombre,España,0,Pensión y Alquiler,11137,0,Inactivo,0,2,0,Sí
Andrea Lombardi,Centro,Girona,75,Hombre,Italia,0,Pensión y Alquiler,12906,0,Inactivo,0,2,1,Sí
Isabel Fernández,Costa,Granada,37,Mujer,España,0,Salario,20263,0,Fijo,209,0,0,Sí
Adrián Gómez,Centro,Granada,53,Hombre,España,1,Salario y Alquiler,26401,14848,Fijo,227,1,0,Sí
Pilar Medina,Centro,Granada,51,Mujer,España,1,Salario y Alquiler,21861,13704,Fijo,135,0,0,Sí
Andrea Rodríguez,Este,Granada,41,Mujer,España,0,Salario,24058,0,Fijo,186,2,1,Sí
Rachid El Fassi,Centro,Valencia,47,Mujer,Marruecos,1,Salario y Alquiler,31989,0,Temporal,340,0,0,Sí
Sara Silva,Oeste,Granada,58,Mujer,España,0,Salario y Alquiler,33900,4862,Fijo,155,2,0,Sí
Santiago Serrano,Costa,Granada,79,Hombre,España,0,Pensión y Alquiler,11466,12488,Inactivo,0,0,0,No
Laura Ortega,Este,Granada,59,Mujer,España,1,Salario,30704,1785,Temporal,263,1,1,Sí
Sofía Blanco,Oeste,Granada,21,Mujer,España,1,Salario,19949,0,Temporal,23,1,1,Sí
Javier Ramírez,Centro,Granada,53,Hombre,España,1,Salario,22636,3308,Fijo,204,0,0,Sí
Sanne Visser,Centro,Salamanca,22,Hombre,Países Bajos,0,Salario,18113,0,Fijo,4,0,0,Sí
Miguel Sánchez,Este,Granada,71,Hombre,España,2,Pensión,12774,1060,Inactivo,0,2,1,Sí
Inés Moreno,Este,Granada,51,Mujer,España,0,Salario y Alquiler,36399,0,Fijo,47,0,0,Sí
Cristina Jiménez,Este,Granada,37,Mujer,España,0,Salario,37610,10789,Fijo,73,1,0,Sí
Simon Baumann,Centro,Tarragona,28,Mujer,Suiza,2,Salario y Alquiler,34651,0,Fijo,93,0,0,Sí
Beatriz Vázquez,Norte,Granada,73,Mujer,España,2,Pensión,14832,0,Inactivo,0,2,0,Sí
Andrea Sanz,Norte,Granada,72,Mujer,España,0,Pensión y Alquiler,12470,583,Inactivo,0,0,1,Sí
Ana Gómez,Este,Granada,59,Mujer,España,0,Salario,25916,0,Fijo,460,0,0,Sí
Inés Díaz,Costa,Granada,44,Mujer,España,1,Salario,21584,0,Fijo,146,1,1,Sí
David Ruiz,Centro,Granada,23,Hombre,España,0,Salario,26254,4751,Fijo,45,0,0,Sí
Cristian Cruz,Centro,Granada,56,Hombre,España,0,Salario y Alquiler,28588,0,Fijo,329,2,0,Sí
Ursula Fischer,Centro,Segovia,28,Hombre,Alemania,0,Salario,33540,0,Fijo,89,0,0,Sí
Raquel Ortiz,Oeste,Granada,69,Mujer,España,2,Pensión,15256,909,Inactivo,0,0,2,No
Daan Bakker,Centro,Ourense,74,Hombre,Países Bajos,0,Pensión y Alquiler,16968,0,Inactivo,0,3,0,Sí
Maria Sousa,Centro,Lugo,53,Hombre,Portugal,1,Salario y Alquiler,27362,0,Fijo,229,1,0,Sí
Carmen Domínguez,Oeste,Granada,65,Mujer,España,0,Pensión y Alquiler,11626,3436,Inactivo,0,1,0,Sí
Julia Reyes,Costa,Granada,76,Mujer,España,2,Pensión,17008,0,Inactivo,0,0,1,Sí
Fatima El Idrissi,Centro,Ceuta,51,Hombre,Marruecos,0,Salario,25604,3434,Fijo,43,1,0,Sí
Sophie Dubois,Centro,Teruel,47,Mujer,Francia,1,Salario,23250,2058,Fijo,162,3,0,Sí
Inés Hernández,Costa,Granada,63,Mujer,España,0,Salario,36348,8694,Temporal,202,1,0,Sí
Alejandro Serrano,Oeste,Granada,34,Hombre,España,2,Salario y Alquiler,35235,3695,Temporal,118,1,0,Sí
Ana Alonso,Norte,Granada,64,Mujer,España,0,Salario,30118,11671,Fijo,482,2,0,Sí
Fernando Pérez,Este,Granada,32,Hombre,España,0,Salario y Alquiler,19685,0,Fijo,72,0,0,Sí
Emma Peeters,Centro,Guadalajara,31,Hombre,Bélgica,3,Salario y Alquiler,35929,0,Fijo,60,0,0,Sí
Eva Gómez,Centro,Burgos,26,Mujer,España,0,Salario,32317,2272,Temporal,82,0,0,Sí
Cristian Gil,Este,Granada,25,Hombre,España,0,Salario,20553,1511,Fijo,46,1,1,Sí
Silvia Navarro,Centro,Granada,22,Mujer,España,0,Salario,26198,8992,Fijo,8,0,0,Sí
Antonio Rubio,Centro,Granada,47,Hombre,España,0,Salario y Alquiler,38830,0,Temporal,245,0,0,Sí
Peter Wagner,Centro,Granada,33,Mujer,Alemania,2,Salario,31070,0,Fijo,84,0,0,Sí
Laura Serrano,Costa,Granada,57,Mujer,España,0,Salario y Alquiler,26486,0,Fijo,101,0,0,Sí
Eva Fernández,Oeste,Granada,60,Mujer,España,1,Salario,29398,0,Temporal,127,0,0,Sí
Marta Hernández,Costa,Granada,59,Mujer,España,2,Salario y Alquiler,28395,1193,Fijo,129,1,0,Sí
Andrea Martínez,Centro,Granada,36,Mujer,España,0,Salario y Alquiler,32637,0,Fijo,86,0,0,Sí
Mario Delgado,Costa,Granada,57,Hombre,España,0,Salario,34145,4705,Fijo,368,1,0,Sí
Eva Janssen,Centro,Zaragoza,58,Hombre,Países Bajos,1,Salario,28546,3350,Fijo,85,2,1,Sí
Bram van Dijk,Centro,La Coruña,20,Hombre,Países Bajos,0,Salario,34594,856,Fijo,21,1,1,Sí
Teresa Medina,Oeste,Granada,33,Mujer,España,2,Salario,28892,0,Fijo,152,1,1,Sí
Cristian Moreno,Costa,Granada,48,Hombre,España,2,Salario,23148,0,Temporal,47,1,0,Sí
Laura Molina,Norte,Granada,80,Mujer,España,0,Pensión y Alquiler,13615,0,Inactivo,0,1,1,Sí
Emma Peeters,Centro,Murcia,34,Hombre,Bélgica,1,Salario y Alquiler,36457,1897,Temporal,33,1,0,Sí
Carla Ramos,Costa,Granada,51,Mujer,España,1,Salario y Alquiler,27701,4619,Fijo,94,2,0,Sí
Susana Ortega,Centro,Granada,59,Mujer,España,4,Salario y Alquiler,21242,0,Temporal,416,1,0,Sí
Daan Bakker,Centro,Valladolid,41,Hombre,Países Bajos,0,Salario,22669,867,Fijo,268,3,3,No
Santiago Sanz,Centro,Granada,61,Hombre,España,0,Salario y Alquiler,39514,855,Fijo,436,1,1,Sí
Silvia Delgado,Oeste,Granada,67,Mujer,España,1,Pensión,15614,0,Inactivo,0,0,2,No
David Romero,Costa,Granada,32,Hombre,España,0,Salario,28426,0,Fijo,49,1,1,Sí
Francisco García,Oeste,Granada,60,Hombre,España,0,Salario y Alquiler,28654,1428,Temporal,264,0,0,Sí
Elena Medina,Costa,Granada,25,Mujer,España,2,Salario y Alquiler,23318,2401,Fijo,72,0,0,Sí
Miguel Díaz,Norte,Granada,54,Hombre,España,2,Salario y Alquiler,37778,3644,Temporal,228,1,1,Sí
Rosa Martín,Centro,Toledo,36,Mujer,España,0,Salario y Alquiler,23980,0,Temporal,95,2,2,No
Mario Iglesias,Costa,Granada,44,Hombre,España,0,Salario y Alquiler,28339,0,Fijo,56,1,1,Sí
Isabel García,Costa,Granada,68,Mujer,España,0,Pensión,15102,761,Inactivo,0,0,2,No
Santiago Jiménez,Norte,Granada,41,Hombre,España,1,Salario,25412,5574,Fijo,124,0,0,Sí
Marcos García,Este,Granada,27,Hombre,España,1,Salario y Alquiler,32103,1650,Temporal,4,1,0,Sí
Raquel Alonso,Oeste,Granada,71,Mujer,España,2,Pensión,15847,0,Inactivo,0,4,1,Sí
Cristina Marín,Costa,Granada,79,Mujer,España,0,Pensión y Alquiler,10183,0,Inactivo,0,0,0,Sí
Susana Álvarez,Centro,Granada,45,Mujer,España,1,Salario y Alquiler,24271,0,Fijo,220,0,0,Sí
Miguel Moreno,Norte,Granada,69,Hombre,España,2,Pensión y Alquiler,17657,0,Inactivo,0,1,0,Sí
Fernando González,Centro,Granada,25,Hombre,España,1,Salario,23525,4201,Fijo,8,0,0,Sí
Carlos Sánchez,Oeste,Granada,80,Hombre,España,2,Pensión,16426,4218,Inactivo,0,0,2,No
David Serrano,Este,Granada,67,Hombre,España,2,Pensión,14546,0,Inactivo,0,0,0,Sí
Tom de Vries,Centro,Alicante,34,Hombre,Países Bajos,4,Salario,30602,3463,Fijo,4,1,1,Sí
Marie Martin,Centro,Santa Cruz de Tenerife,38,Mujer,Francia,1,Salario y Alquiler,18796,7681,Fijo,143,0,0,Sí
Diego Torres,Norte,Granada,44,Hombre,España,0,Salario y Alquiler,21599,0,Fijo,37,1,0,Sí
Manuel Vázquez,Norte,Granada,51,Hombre,España,2,Salario y Alquiler,36283,0,Fijo,343,1,1,Sí
Cristina Vázquez,Costa,Granada,25,Mujer,España,2,Salario y Alquiler,24777,0,Fijo,6,0,0,Sí
Claudia Muñoz,Oeste,Granada,75,Mujer,España,0,Pensión y Alquiler,14723,0,Inactivo,0,0,1,Sí
Beatriz Ramos,Costa,Granada,70,Mujer,España,1,Pensión,12498,878,Inactivo,0,1,1,Sí
Pablo Medina,Costa,Granada,76,Hombre,España,0,Pensión,10709,0,Inactivo,0,3,1,Sí
Miguel Reyes,Costa,Granada,41,Hombre,España,1,Salario y Alquiler,38314,0,Fijo,182,1,0,Sí
Eduardo Iglesias,Centro,Granada,46,Hombre,España,1,Salario y Alquiler,19644,2885,Temporal,124,0,0,Sí
Javier Hernández,Oeste,Granada,40,Hombre,España,1,Salario,32115,0,Fijo,148,3,0,Sí
Isabel Jiménez,Costa,Granada,51,Mujer,España,1,Salario y Alquiler,27401,9758,Fijo,219,1,0,Sí
Daan Bakker,Centro,Albacete,59,Hombre,Países Bajos,0,Salario y Alquiler,19954,0,Temporal,345,2,0,Sí
Marta Morales,Este,Granada,47,Mujer,España,2,Salario y Alquiler,36020,0,Temporal,305,0,0,Sí
Isabel Díaz,Centro,Granada,39,Mujer,España,1,Salario,22144,0,Fijo,86,1,1,Sí
Lucas Janssens,Centro,Tarragona,30,Hombre,Bélgica,2,Salario,19002,0,Temporal,115,1,1,Sí
Noah Maes,Centro,Jaén,77,Mujer,Bélgica,4,Pensión y Alquiler,13348,4635,Inactivo,0,0,1,Sí
Alicia Ortega,Norte,Granada,33,Mujer,España,1,Salario,25633,0,Temporal,1,2,2,No
Laura Blanco,Costa,Granada,34,Mujer,España,1,Salario,32486,0,Fijo,50,0,0,Sí
Eva Silva,Centro,Granada,55,Mujer,España,1,Salario y Alquiler,31160,675,Fijo,208,1,1,Sí
Marta Díaz,Centro,Granada,57,Mujer,España,0,Salario,20794,0,Temporal,103,2,1,Sí
Andrea Lombardi,Centro,Soria,54,Mujer,Italia,2,Salario y Alquiler,22688,4697,Fijo,197,0,0,Sí
Claudia Romero,Centro,Granada,73,Mujer,España,5,Pensión y Alquiler,17421,543,Inactivo,0,4,1,Sí
James Taylor,Centro,La Coruña,47,Mujer,Reino Unido,1,Salario y Alquiler,31638,0,Fijo,306,0,0,Sí
Alejandro Álvarez,Norte,Granada,75,Hombre,España,1,Pensión,12974,0,Inactivo,0,0,0,Sí
Luis Reyes,Oeste,Granada,31,Hombre,España,3,Salario,17344,8518,Temporal,152,0,0,Sí
Beatriz Alonso,Norte,Granada,53,Mujer,España,0,Salario,18577,0,Fijo,73,0,0,Sí
Ricardo Gutiérrez,Oeste,Granada,72,Hombre,España,0,Pensión,12645,12296,Inactivo,0,0,2,No
Marie Martin,Centro,Navarra,48,Mujer,Francia,2,Salario y Alquiler,37075,0,Temporal,254,2,1,Sí
Tiago Fernandes,Centro,Santa Cruz de Tenerife,63,Hombre,Portugal,1,Salario,29792,7469,Fijo,239,0,0,Sí
Diego Navarro,Centro,Granada,50,Hombre,España,0,Salario y Alquiler,20559,0,Temporal,311,0,0,Sí
Sara Romero,Oeste,Granada,78,Mujer,España,2,Pensión,18999,0,Inactivo,0,0,1,Sí
Rosa Iglesias,Costa,Granada,30,Mujer,España,0,Salario,28717,2889,Fijo,21,0,0,Sí
Carmen Molina,Costa,Granada,53,Mujer,España,0,Salario,27150,626,Fijo,399,0,0,Sí
Manuel Gil,Costa,Granada,28,Hombre,España,0,Salario,24956,2516,Fijo,36,1,0,Sí
Beatriz Navarro,Oeste,Granada,59,Mujer,España,0,Salario y Alquiler,38009,0,Fijo,104,3,0,Sí
James Taylor,Centro,Madrid,67,Hombre,Reino Unido,1,Pensión,12657,1056,Inactivo,0,0,0,Sí
Álvaro Ruiz,Costa,Granada,25,Hombre,España,0,Salario,22611,0,Temporal,63,0,0,Sí
Eva Blanco,Oeste,Granada,35,Mujer,España,1,Salario y Alquiler,32752,0,Temporal,133,2,1,Sí
Marcos Carrasco,Costa,Granada,32,Hombre,España,0,Salario,35566,2018,Fijo,19,2,1,Sí
Anna Schmidt,Centro,Badajoz,56,Mujer,Alemania,1,Salario y Alquiler,33245,6549,Fijo,38,0,0,Sí
Elena Ruiz,Centro,Granada,21,Mujer,España,0,Salario,32979,0,Fijo,27,0,0,Sí
Carlos Molina,Centro,Granada,42,Hombre,España,0,Salario,25473,2459,Fijo,130,0,0,Sí
Patricia Martín,Centro,Granada,76,Mujer,España,2,Pensión,14132,14595,Inactivo,0,0,2,No
Ángel Sanz,Oeste,Granada,33,Hombre,España,0,Salario,20516,0,Temporal,141,0,0,Sí
Sara Amrani,Centro,Valladolid,43,Mujer,Marruecos,1,Salario y Alquiler,28897,0,Fijo,157,2,1,Sí
Héctor Rodríguez,Costa,Granada,28,Hombre,España,1,Salario,29196,0,Fijo,66,1,1,Sí
Mario Gómez,Este,Granada,79,Hombre,España,0,Pensión,16492,10442,Inactivo,0,0,2,No
Ana Rubio,Costa,Granada,39,Mujer,España,0,Salario,30200,0,Temporal,94,1,1,Sí
José Gutiérrez,Norte,Granada,66,Hombre,España,0,Pensión,16375,0,Inactivo,0,0,0,Sí
Paula López,Costa,Granada,68,Mujer,España,1,Pensión y Alquiler,16649,3061,Inactivo,0,1,0,Sí
Carmen Torres,Este,Granada,33,Mujer,España,0,Salario,20342,0,Temporal,170,0,0,Sí
Susana Cruz,Centro,Granada,36,Mujer,España,1,Salario,19678,2763,Fijo,18,0,0,Sí
Luis Gil,Centro,Jaén,67,Hombre,España,0,Pensión,13653,0,Inactivo,0,4,1,Sí
Miguel Romero,Costa,Granada,27,Hombre,España,1,Salario,19869,0,Fijo,13,1,1,Sí
Silvia González,Costa,Granada,28,Mujer,España,1,Salario,24105,0,Fijo,52,0,0,Sí
Rubén López,Este,Granada,75,Hombre,España,0,Pensión y Alquiler,15276,3674,Inactivo,0,3,1,Sí
Paula Fernández,Oeste,Granada,56,Mujer,España,0,Salario y Alquiler,33538,0,Temporal,97,1,0,Sí
Miguel García,Oeste,Granada,61,Hombre,España,0,Salario y Alquiler,23221,3605,Fijo,66,1,0,Sí
Lucía Romero,Centro,Granada,51,Mujer,España,1,Salario,29881,0,Fijo,266,0,0,Sí
Cristian Blanco,Centro,Granada,68,Hombre,España,2,Pensión y Alquiler,17545,3385,Inactivo,0,2,0,Sí
Manuel Alonso,Centro,Granada,30,Hombre,España,0,Salario,29141,1249,Fijo,91,1,1,Sí
Carlos Silva,Centro,Segovia,35,Hombre,España,0,Salario,25048,0,Temporal,197,0,0,Sí
Isabel Ramírez,Este,Granada,67,Mujer,España,0,Pensión,12407,2231,Inactivo,0,0,2,No
Patricia Gil,Norte,Granada,76,Mujer,España,1,Pensión y Alquiler,18452,0,Inactivo,0,0,0,Sí
Sofía Vázquez,Este,Granada,30,Mujer,España,2,Salario y Alquiler,23581,0,Fijo,107,0,0,Sí
Alejandro Cruz,Norte,Granada,79,Hombre,España,2,Pensión,18866,10740,Inactivo,0,2,1,Sí
Javier Serrano,Costa,Granada,31,Hombre,España,4,Salario,28827,0,Temporal,17,0,0,Sí
María Domínguez,Norte,Granada,70,Mujer,España,1,Pensión,16519,857,Inactivo,0,2,1,Sí
Manuel Gil,Norte,Granada,68,Hombre,España,0,Pensión y Alquiler,12672,3794,Inactivo,0,0,0,Sí
Eva Hernández,Este,Granada,67,Mujer,España,1,Pensión,10936,0,Inactivo,0,0,0,Sí
Lucía Alonso,Este,Granada,74,Mujer,España,0,Pensión,15434,0,Inactivo,0,0,0,Sí
Javier Domínguez,Costa,Granada,76,Hombre,España,0,Pensión,10460,0,Inactivo,0,4,0,Sí
Diego Morales,Oeste,Granada,60,Hombre,España,0,Salario y Alquiler,29870,0,Temporal,297,0,0,Sí
Raquel Delgado,Centro,Granada,21,Mujer,España,2,Salario,24412,0,Fijo,2,0,0,Sí
Fabian Keller,Centro,Baleares,44,Hombre,Suiza,1,Salario y Alquiler,31979,0,Fijo,163,0,0,Sí
Marta Muñoz,Costa,Granada,48,Mujer,España,1,Salario,30749,0,Temporal,77,0,0,Sí
Juan Romero,Oeste,Granada,77,Hombre,España,2,Pensión,17646,4045,Inactivo,0,0,1,Sí
Lucía Martín,Este,Granada,57,Mujer,España,2,Salario y Alquiler,23034,1535,Temporal,244,2,0,Sí
Héctor Delgado,Este,Granada,69,Hombre,España,0,Pensión,16266,0,Inactivo,0,0,0,Sí
Alicia García,Este,Granada,39,Mujer,España,0,Salario,23556,0,Fijo,135,1,0,Sí
Mario Martín,Este,Granada,71,Hombre,España,1,Pensión,13248,0,Inactivo,0,0,2,No
José Castro,Centro,Guadalajara,36,Hombre,España,1,Salario,33304,2235,Fijo,191,1,0,Sí
Lucía Blanco,Oeste,Granada,76,Mujer,España,3,Pensión,13083,0,Inactivo,0,0,0,Sí
Eva García,Este,Granada,31,Mujer,España,2,Salario y Alquiler,29867,0,Fijo,130,0,0,Sí
Adrián Torres,Norte,Granada,78,Hombre,España,1,Pensión,17149,0,Inactivo,0,0,2,No
Teresa García,Oeste,Granada,26,Mujer,España,0,Salario,36492,2391,Fijo,27,1,0,Sí
Claudia Díaz,Costa,Granada,51,Mujer,España,0,Salario,33246,0,Fijo,300,1,1,Sí
Eduardo Silva,Este,Granada,70,Hombre,España,1,Pensión,16552,0,Inactivo,0,2,1,Sí
Beatriz Hernández,Oeste,Granada,59,Mujer,España,1,Salario,33716,0,Fijo,159,1,1,Sí
Roberto González,Oeste,Granada,48,Hombre,España,2,Salario y Alquiler,28307,794,Fijo,247,0,0,Sí
Sofía Díaz,Norte,Granada,38,Mujer,España,2,Salario,24127,0,Temporal,8,0,0,Sí
Francesca Conti,Centro,Soria,48,Mujer,Italia,2,Salario,34695,0,Fijo,31,0,0,Sí
Roberto Ortega,Costa,Granada,68,Hombre,España,1,Pensión y Alquiler,15933,0,Inactivo,0,0,1,Sí
Javier Morales,Este,Granada,36,Hombre,España,2,Salario,31282,2618,Temporal,90,0,0,Sí
Francesca Conti,Centro,Navarra,56,Hombre,Italia,0,Salario y Alquiler,24464,0,Fijo,337,1,1,Sí
João Silva,Centro,Baleares,59,Mujer,Portugal,1,Salario y Alquiler,40018,0,Fijo,231,0,0,Sí
Pablo Ramírez,Norte,Granada,39,Hombre,España,0,Salario,26233,0,Fijo,87,0,0,Sí
Andrea Vázquez,Oeste,Granada,43,Mujer,España,2,Salario,18692,0,Fijo,12,1,1,Sí
Sofía González,Costa,Granada,62,Mujer,España,2,Salario,27651,0,Temporal,87,1,0,Sí
Ricardo Molina,Norte,Granada,42,Hombre,España,0,Salario y Alquiler,27244,1423,Fijo,279,1,1,Sí
Cristina Romero,Centro,Granada,38,Mujer,España,0,Salario,26298,0,Fijo,93,0,0,Sí
Pilar Navarro,Oeste,Granada,73,Mujer,España,0,Pensión,16817,1037,Inactivo,0,0,1,Sí
Marcos Martín,Costa,Granada,47,Hombre,España,0,Salario,32385,0,Fijo,25,1,0,Sí
Fernando Sanz,Norte,Granada,23,Hombre,España,1,Salario,28667,10644,Fijo,29,0,0,Sí
Claudia Ruiz,Norte,Granada,38,Mujer,España,0,Salario y Alquiler,27713,14603,Fijo,73,0,0,Sí
Francesca Conti,Centro,Vizcaya,77,Mujer,Italia,0,Pensión y Alquiler,13370,0,Inactivo,0,2,0,Sí
Héctor Muñoz,Oeste,Granada,20,Hombre,España,0,Salario y Alquiler,18979,2021,Fijo,6,0,0,Sí
Alicia Fernández,Este,Granada,71,Mujer,España,1,Pensión y Alquiler,10846,2606,Inactivo,0,0,1,Sí
Paula Molina,Oeste,Granada,24,Mujer,España,0,Salario,34646,0,Temporal,22,0,0,Sí
Carlos Torres,Norte,Granada,27,Hombre,España,0,Salario,36282,0,Fijo,91,2,1,Sí
Álvaro Gil,Norte,Granada,71,Hombre,España,0,Pensión y Alquiler,11704,0,Inactivo,0,2,1,Sí
Marco Rossi,Centro,Sevilla,58,Hombre,Italia,0,Salario y Alquiler,33466,2579,Fijo,194,2,1,Sí
Irene Jiménez,Costa,Granada,35,Mujer,España,0,Salario y Alquiler,19313,0,Fijo,26,0,0,Sí
Ángel Serrano,Costa,Granada,37,Hombre,España,1,Salario y Alquiler,28554,2039,Temporal,171,0,0,Sí
Andrea Ortega,Este,Granada,61,Mujer,España,2,Salario y Alquiler,23195,0,Fijo,217,0,1,Sí
Lina De Smet,Centro,Ceuta,34,Hombre,Bélgica,0,Salario y Alquiler,36601,0,Fijo,61,1,0,Sí
Andrea Lombardi,Centro,Las Palmas,43,Mujer,Italia,0,Salario,19662,4478,Fijo,212,2,0,Sí
Francisco Gil,Este,Granada,61,Hombre,España,0,Salario y Alquiler,19333,0,Temporal,285,0,1,Sí
Laura Martín,Norte,Granada,64,Mujer,España,1,Salario,37426,0,Fijo,94,0,0,Sí
Francisco Díaz,Oeste,Granada,25,Hombre,España,1,Salario,20828,0,Temporal,9,0,0,Sí
Miguel Silva,Centro,Granada,70,Hombre,España,0,Pensión,11077,0,Inactivo,0,1,0,Sí
Ángel Navarro,Norte,Granada,65,Hombre,España,0,Pensión y Alquiler,14486,0,Inactivo,0,1,0,Sí
Rubén Pérez,Centro,Granada,26,Hombre,España,0,Salario,30293,3583,Temporal,92,2,1,Sí
Ángel Sanz,Este,Granada,40,Hombre,España,1,Salario y Alquiler,33141,0,Fijo,258,2,1,Sí
Maria Sousa,Centro,Málaga,61,Mujer,Portugal,1,Salario,26146,0,Fijo,117,0,2,No
Fernando Blanco,Oeste,Granada,73,Hombre,España,1,Pensión,12741,0,Inactivo,0,0,1,Sí
Ana Delgado,Oeste,Granada,23,Mujer,España,1,Salario y Alquiler,19938,2604,Fijo,29,2,2,No
Eduardo Álvarez,Centro,Granada,26,Hombre,España,0,Salario y Alquiler,33002,0,Fijo,62,0,0,Sí
Antonio Silva,Centro,Granada,56,Hombre,España,1,Salario,33184,0,Fijo,139,1,0,Sí
Susana Molina,Este,Granada,69,Mujer,España,2,Pensión y Alquiler,11914,0,Inactivo,0,2,0,Sí
Manuel González,Costa,Granada,57,Hombre,España,1,Salario y Alquiler,37009,3580,Fijo,183,0,0,Sí
